ID,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
4249,Masters,2017,New Delhi,2,22,Male,No,0,1
2803,Masters,2013,Bangalore,1,29,Female,No,2,1
4593,Bachelors,2013,New Delhi,3,28,Female,No,0,1
2596,Bachelors,2014,Bangalore,3,26,Female,Yes,4,0
1485,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0
1431,Bachelors,2016,New Delhi,3,28,Female,No,3,0
2244,PHD,2014,New Delhi,2,27,Female,No,5,0
3605,Bachelors,2016,Bangalore,3,33,Male,No,1,0
1127,Bachelors,2013,Bangalore,3,28,Male,No,0,0
1738,PHD,2017,Pune,3,28,Male,No,1,0
3960,Bachelors,2016,Bangalore,3,34,Male,No,4,0
573,Bachelors,2013,Bangalore,3,28,Male,Yes,3,0
104,Bachelors,2015,Pune,2,28,Female,Yes,1,1
3762,Bachelors,2015,Pune,1,34,Female,No,3,1
4303,Masters,2013,New Delhi,3,31,Male,No,2,1
1010,Bachelors,2014,Bangalore,3,28,Male,No,1,1
1058,Bachelors,2018,Bangalore,3,24,Male,Yes,2,1
2982,PHD,2013,New Delhi,3,30,Male,No,5,0
4251,Bachelors,2015,Bangalore,3,38,Male,No,1,0
3351,Bachelors,2012,Bangalore,3,37,Male,No,3,0
4555,Bachelors,2015,Pune,3,28,Female,No,1,1
382,Bachelors,2015,Pune,2,25,Female,No,3,1
19,Bachelors,2015,Pune,2,30,Female,No,0,1
1005,Bachelors,2017,Bangalore,3,25,Male,No,3,0
3616,Bachelors,2014,Bangalore,3,34,Male,No,1,0
4271,Masters,2015,Pune,2,29,Female,No,2,0
2554,Bachelors,2013,Bangalore,3,29,Male,Yes,4,0
3216,Masters,2017,Pune,2,37,Female,No,1,0
928,Bachelors,2017,Pune,3,24,Male,No,2,0
1921,Bachelors,2014,Pune,2,28,Female,No,1,1
642,Bachelors,2015,Pune,2,24,Female,No,2,1
3108,Bachelors,2015,Bangalore,3,32,Male,No,2,0
2729,Bachelors,2015,Bangalore,3,26,Male,No,4,0
965,Bachelors,2012,Bangalore,3,26,Male,No,4,0
57,Bachelors,2016,Bangalore,3,38,Male,No,2,0
1938,Masters,2017,Bangalore,2,27,Male,No,5,0
909,Bachelors,2016,Bangalore,3,25,Male,No,3,0
3549,Bachelors,2015,Pune,1,32,Female,No,5,1
3217,Masters,2017,Pune,2,39,Male,No,4,0
3580,Masters,2017,New Delhi,1,40,Female,No,0,0
4099,Bachelors,2014,Bangalore,3,22,Male,No,0,0
3758,Bachelors,2017,New Delhi,2,31,Male,No,2,0
1976,Bachelors,2016,New Delhi,3,24,Male,Yes,2,0
1048,Bachelors,2017,New Delhi,3,25,Female,No,3,0
26,Bachelors,2013,Bangalore,3,22,Female,Yes,0,0
2533,Masters,2016,Pune,3,28,Male,No,2,0
1552,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2684,Masters,2013,New Delhi,2,26,Male,No,4,1
4002,Bachelors,2012,Bangalore,3,31,Male,No,0,0
2965,Bachelors,2017,Bangalore,3,30,Male,No,0,1
4534,Bachelors,2014,Pune,3,37,Female,No,4,1
1961,Bachelors,2014,Bangalore,3,24,Male,No,2,0
4494,Bachelors,2014,Bangalore,3,39,Male,No,0,0
1515,Masters,2013,New Delhi,3,26,Male,No,4,1
3082,Bachelors,2017,New Delhi,2,39,Male,No,2,0
3232,Masters,2012,New Delhi,3,38,Male,No,2,0
1172,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2374,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2142,Masters,2017,Pune,3,29,Male,No,2,0
1875,Bachelors,2015,Bangalore,3,25,Female,No,3,0
2450,Bachelors,2016,Pune,3,26,Female,No,4,1
82,Bachelors,2013,Bangalore,3,31,Female,No,0,1
1234,Bachelors,2017,Bangalore,3,27,Female,No,5,0
171,Bachelors,2014,New Delhi,3,28,Female,No,1,0
4652,Bachelors,2012,Bangalore,3,30,Male,Yes,2,0
2329,Bachelors,2015,Bangalore,3,28,Female,No,1,0
3586,Bachelors,2018,Bangalore,3,33,Male,No,5,1
4182,Bachelors,2014,New Delhi,3,34,Female,No,5,0
1581,Bachelors,2013,Pune,3,27,Male,No,5,0
1630,Bachelors,2015,Pune,3,25,Male,No,3,0
4338,Bachelors,2018,Bangalore,3,36,Female,Yes,1,1
3244,Bachelors,2012,Bangalore,3,39,Female,No,5,0
3010,Bachelors,2015,Pune,3,41,Male,No,5,0
2723,Bachelors,2017,Bangalore,3,30,Female,No,5,0
1302,Masters,2015,New Delhi,3,25,Male,No,3,0
3877,Bachelors,2013,Pune,3,35,Male,No,1,0
4268,Bachelors,2017,New Delhi,2,34,Female,No,4,0
749,Bachelors,2013,Pune,3,27,Male,No,5,0
913,Bachelors,2012,Bangalore,3,26,Male,No,4,0
20,Bachelors,2016,New Delhi,2,22,Female,No,0,1
3106,Bachelors,2017,New Delhi,3,38,Male,No,2,0
42,Masters,2017,New Delhi,2,23,Male,No,1,0
3019,Bachelors,2015,Pune,3,39,Male,No,3,0
641,Bachelors,2018,Bangalore,3,26,Male,No,4,1
394,Bachelors,2014,Pune,2,26,Male,No,4,0
683,Bachelors,2012,Pune,3,25,Male,No,3,0
1457,Bachelors,2012,Bangalore,3,27,Male,No,5,0
933,Bachelors,2012,New Delhi,2,27,Female,No,5,1
505,Bachelors,2017,New Delhi,2,27,Female,No,5,0
949,Bachelors,2017,Bangalore,3,25,Male,Yes,3,0
2540,Bachelors,2015,Pune,2,28,Female,No,2,1
3342,Bachelors,2014,New Delhi,3,37,Male,No,3,0
549,Bachelors,2017,New Delhi,2,27,Male,No,5,0
1176,Bachelors,2015,Pune,3,28,Female,No,4,1
3577,Bachelors,2014,Pune,1,36,Female,No,1,1
2201,Bachelors,2014,Bangalore,3,28,Male,No,1,0
124,Bachelors,2012,Bangalore,3,26,Male,No,4,1
3130,Bachelors,2015,Pune,3,35,Female,No,1,1
956,Masters,2017,New Delhi,3,26,Male,No,4,0
2844,Bachelors,2013,New Delhi,3,30,Female,No,3,1
285,PHD,2014,Bangalore,3,24,Female,No,2,0
3022,Bachelors,2012,Bangalore,3,36,Male,No,2,0
2589,Bachelors,2018,Bangalore,3,26,Male,No,4,1
377,Bachelors,2015,Pune,2,24,Female,No,2,1
4435,Masters,2013,New Delhi,2,35,Female,No,2,1
3880,Bachelors,2014,Bangalore,3,38,Female,No,2,0
805,Bachelors,2013,Pune,3,27,Male,No,5,0
2545,Bachelors,2018,Pune,3,30,Male,Yes,3,1
198,Bachelors,2013,New Delhi,3,27,Female,No,5,0
3860,Bachelors,2012,Pune,3,37,Male,No,5,0
1454,Bachelors,2014,Bangalore,3,25,Male,No,3,0
2068,Bachelors,2014,Pune,2,29,Female,No,2,1
584,Masters,2017,New Delhi,2,26,Female,No,4,0
3774,Masters,2014,New Delhi,3,40,Male,No,5,0
4298,Bachelors,2013,Bangalore,3,26,Female,No,4,0
694,Bachelors,2015,Bangalore,3,25,Female,No,3,1
962,PHD,2016,Bangalore,3,27,Male,No,5,0
927,Bachelors,2015,Bangalore,3,27,Female,No,5,1
17,Bachelors,2014,Bangalore,3,34,Female,No,2,0
3778,Masters,2017,New Delhi,2,37,Female,No,2,0
1230,PHD,2016,New Delhi,3,27,Male,No,5,0
3564,Bachelors,2015,Pune,3,40,Female,Yes,2,1
3972,Masters,2014,Bangalore,3,40,Female,No,7,1
3504,Bachelors,2016,Bangalore,3,34,Male,No,4,0
1968,Masters,2017,New Delhi,2,24,Male,No,2,1
1353,Masters,2017,New Delhi,2,27,Male,No,5,1
412,Masters,2013,New Delhi,2,25,Male,No,3,1
240,Masters,2017,Pune,2,26,Female,No,4,0
465,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
1173,Bachelors,2015,Bangalore,1,24,Male,No,2,0
3618,Bachelors,2014,Bangalore,1,39,Male,No,2,0
3737,Masters,2016,Bangalore,1,37,Male,No,2,1
357,Masters,2017,Pune,2,26,Male,No,4,0
3486,Bachelors,2017,Bangalore,3,32,Male,No,5,0
737,Bachelors,2013,Bangalore,3,28,Male,No,3,0
1865,Bachelors,2014,New Delhi,3,25,Female,No,3,0
3739,Masters,2017,New Delhi,3,37,Male,No,2,0
419,Bachelors,2016,Bangalore,3,24,Male,No,2,0
1029,Masters,2018,New Delhi,3,25,Female,No,3,1
4125,Bachelors,2013,Bangalore,1,27,Female,No,5,0
3908,Bachelors,2012,Bangalore,3,34,Male,No,1,0
3955,Bachelors,2016,Pune,3,40,Male,No,5,0
2798,Bachelors,2017,Bangalore,3,29,Male,No,3,0
1890,Masters,2017,Pune,3,27,Male,No,5,1
3052,Bachelors,2015,Bangalore,3,34,Male,No,5,0
385,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2012,Masters,2017,New Delhi,3,29,Male,No,2,1
3834,Bachelors,2015,Bangalore,3,36,Male,No,2,0
770,Bachelors,2015,New Delhi,3,25,Female,No,3,1
3892,Bachelors,2013,New Delhi,3,38,Female,No,4,1
3254,Bachelors,2012,Bangalore,3,40,Male,No,0,0
3123,Bachelors,2015,Bangalore,2,32,Female,No,2,1
990,Bachelors,2018,Bangalore,3,27,Female,No,5,1
4116,Bachelors,2015,Bangalore,3,23,Female,No,1,0
3471,Bachelors,2015,Bangalore,3,38,Male,Yes,4,0
1313,Bachelors,2017,Pune,3,25,Female,No,3,1
1177,Masters,2017,Bangalore,2,24,Female,Yes,2,1
3037,Masters,2017,New Delhi,2,36,Male,No,5,0
1596,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1354,Masters,2017,New Delhi,1,25,Female,No,3,0
202,Bachelors,2014,Bangalore,3,25,Male,No,3,0
688,Masters,2014,New Delhi,3,24,Male,No,2,0
3628,Bachelors,2012,Bangalore,3,40,Male,No,4,0
1623,Bachelors,2016,New Delhi,3,28,Female,No,4,0
193,Bachelors,2013,Bangalore,3,28,Male,No,1,0
2324,Bachelors,2018,Bangalore,3,28,Male,No,1,1
2836,Bachelors,2017,Pune,2,29,Female,No,4,1
1899,Bachelors,2017,New Delhi,2,28,Female,No,2,0
3436,Bachelors,2017,Bangalore,3,35,Male,No,1,1
405,Bachelors,2012,Bangalore,3,26,Female,No,4,0
4365,Bachelors,2015,Pune,2,25,Male,No,3,1
2870,Bachelors,2017,Pune,3,30,Male,No,0,0
4421,Masters,2017,New Delhi,2,36,Female,No,3,0
791,Masters,2017,Pune,2,26,Male,No,4,1
2296,Bachelors,2012,Bangalore,1,27,Female,No,5,0
952,Bachelors,2014,Bangalore,3,25,Male,No,3,0
2829,Bachelors,2017,New Delhi,3,26,Female,No,4,0
4241,Bachelors,2012,Pune,1,31,Male,No,4,0
2904,Masters,2017,New Delhi,2,30,Male,No,2,0
504,Bachelors,2014,New Delhi,3,28,Female,No,2,0
464,Bachelors,2018,Bangalore,3,28,Male,No,1,1
3817,Bachelors,2013,Bangalore,3,31,Male,No,2,0
1742,Bachelors,2016,New Delhi,3,28,Male,No,4,0
2050,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1580,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1726,Masters,2017,New Delhi,2,28,Female,No,2,0
2797,PHD,2018,New Delhi,2,30,Female,No,4,1
1067,PHD,2015,New Delhi,2,24,Female,No,2,0
3873,PHD,2018,New Delhi,3,40,Male,No,3,1
1355,Masters,2012,Pune,3,28,Male,No,0,1
4643,Bachelors,2012,Bangalore,3,36,Female,No,4,0
2930,Bachelors,2013,Bangalore,3,27,Female,Yes,5,0
1735,Bachelors,2015,Pune,2,26,Female,No,4,1
3992,Bachelors,2017,Pune,2,22,Male,No,0,0
822,Bachelors,2017,Bangalore,3,25,Male,No,3,0
50,Bachelors,2013,Bangalore,3,30,Female,No,1,0
1606,Bachelors,2013,Bangalore,3,26,Male,No,4,0
32,Bachelors,2014,Bangalore,3,23,Male,No,1,0
2986,Bachelors,2013,Bangalore,3,26,Male,No,4,0
3833,Bachelors,2016,Bangalore,3,37,Male,Yes,2,0
1953,PHD,2017,New Delhi,3,24,Male,No,2,0
3319,Masters,2013,New Delhi,3,35,Male,No,2,0
1982,Bachelors,2017,Bangalore,1,24,Male,No,2,0
466,Masters,2013,Bangalore,3,28,Female,Yes,2,1
3038,Bachelors,2013,New Delhi,3,33,Female,No,1,0
381,Bachelors,2016,Bangalore,3,28,Male,No,2,0
2418,Bachelors,2015,Bangalore,2,27,Female,No,5,1
25,Bachelors,2017,Bangalore,3,29,Male,No,4,0
3596,Bachelors,2012,Bangalore,3,34,Male,No,5,0
2174,Masters,2017,New Delhi,2,27,Male,No,5,0
4237,Bachelors,2013,Bangalore,3,36,Male,No,4,0
4208,Bachelors,2012,Bangalore,3,32,Male,No,4,0
2698,Masters,2017,New Delhi,2,29,Male,No,4,0
2672,Bachelors,2015,Pune,2,27,Female,Yes,5,1
3490,Bachelors,2017,Bangalore,3,34,Male,Yes,0,0
3432,Bachelors,2017,Bangalore,3,39,Male,No,2,0
1070,PHD,2015,Pune,1,25,Female,No,3,1
2520,PHD,2015,Pune,2,30,Female,No,4,0
52,Bachelors,2015,Pune,2,26,Female,No,4,1
4100,Bachelors,2018,Bangalore,3,24,Male,No,2,1
3358,Bachelors,2018,Pune,3,40,Male,No,0,1
2377,Bachelors,2015,Bangalore,3,29,Male,No,2,0
3013,Bachelors,2015,Bangalore,3,37,Male,Yes,3,0
1195,Bachelors,2014,Pune,3,26,Male,No,4,0
2298,Bachelors,2015,New Delhi,3,26,Male,No,4,0
585,Bachelors,2014,Bangalore,3,25,Male,No,3,0
575,Bachelors,2018,Bangalore,3,27,Male,No,5,1
3500,Bachelors,2016,Pune,3,31,Male,No,0,1
3550,Masters,2017,New Delhi,3,41,Female,No,2,0
1559,Bachelors,2013,Bangalore,3,24,Male,No,2,0
1166,Bachelors,2016,Bangalore,3,27,Female,No,5,0
599,Bachelors,2017,Bangalore,3,27,Male,No,5,0
3565,Bachelors,2014,Pune,1,40,Female,No,1,1
4081,Masters,2013,Pune,3,22,Female,Yes,0,1
2200,PHD,2015,Bangalore,3,29,Male,No,2,0
4163,Bachelors,2015,Bangalore,3,35,Female,No,0,1
4085,Masters,2017,Pune,2,23,Male,No,1,1
1366,Bachelors,2013,Bangalore,3,26,Male,No,4,0
903,Bachelors,2014,Bangalore,3,25,Male,No,3,0
4642,Bachelors,2016,Bangalore,1,33,Female,No,0,1
2952,Bachelors,2013,Pune,2,30,Female,No,5,1
2990,Bachelors,2014,Bangalore,1,26,Male,No,4,0
853,Bachelors,2013,Pune,2,25,Male,Yes,3,1
1099,Bachelors,2012,New Delhi,3,28,Male,No,3,0
760,Bachelors,2015,Pune,2,25,Female,No,3,1
763,Bachelors,2016,New Delhi,3,25,Female,Yes,3,0
1084,Bachelors,2017,New Delhi,2,26,Female,No,4,0
3350,Bachelors,2017,Bangalore,3,34,Female,Yes,0,0
3826,Bachelors,2015,Pune,3,38,Male,No,4,0
4514,Masters,2017,New Delhi,3,26,Male,No,4,1
1616,Bachelors,2017,Pune,3,28,Male,No,3,0
2184,Bachelors,2014,Bangalore,3,28,Male,No,2,0
1866,Masters,2017,New Delhi,1,26,Male,No,4,0
4294,Masters,2013,Bangalore,3,31,Male,No,2,0
1061,Bachelors,2017,Bangalore,3,28,Male,No,1,0
3408,Bachelors,2013,Bangalore,3,31,Male,No,0,0
2341,Bachelors,2018,Bangalore,3,26,Female,Yes,4,1
1603,Bachelors,2014,Bangalore,3,28,Male,No,3,0
2901,PHD,2014,Bangalore,3,27,Male,No,5,0
4336,Bachelors,2018,Bangalore,3,34,Male,Yes,5,1
2207,Bachelors,2013,Bangalore,2,30,Female,No,1,1
2053,Bachelors,2018,Bangalore,3,28,Male,No,1,1
3000,Bachelors,2017,Bangalore,3,33,Male,No,2,0
1071,Bachelors,2017,New Delhi,3,24,Male,No,2,0
331,Masters,2017,New Delhi,2,25,Female,No,3,1
2317,Masters,2013,Bangalore,2,29,Female,No,2,1
4263,Bachelors,2014,New Delhi,3,32,Male,No,5,0
4053,Masters,2017,New Delhi,3,26,Male,No,4,1
1096,Bachelors,2013,New Delhi,3,27,Female,No,5,0
1720,Bachelors,2015,Bangalore,3,26,Male,No,4,1
781,Bachelors,2017,New Delhi,3,25,Male,No,3,0
3410,Bachelors,2015,New Delhi,3,32,Male,No,1,0
3522,Bachelors,2013,Bangalore,3,31,Male,No,2,1
1501,Bachelors,2016,Bangalore,3,28,Male,No,2,0
689,Bachelors,2013,Bangalore,3,26,Male,No,4,0
790,Bachelors,2017,Bangalore,3,26,Male,No,4,0
12,Bachelors,2016,Pune,3,34,Male,No,3,0
4122,Bachelors,2014,Bangalore,3,30,Male,No,1,0
531,Masters,2017,New Delhi,2,26,Female,No,4,0
1376,Bachelors,2013,Bangalore,3,26,Male,No,4,0
3447,Bachelors,2012,New Delhi,3,33,Male,No,3,0
2215,Bachelors,2012,Bangalore,3,30,Female,No,1,1
1082,Bachelors,2012,Bangalore,3,25,Male,No,3,0
3484,Bachelors,2013,Bangalore,3,32,Female,No,1,0
3625,Masters,2017,Pune,1,39,Male,No,0,0
1009,Bachelors,2017,New Delhi,3,24,Female,No,2,1
2408,Bachelors,2017,Bangalore,3,29,Female,No,1,0
4581,Bachelors,2016,Bangalore,3,25,Male,No,3,0
3957,Bachelors,2012,Bangalore,3,33,Male,No,1,0
2117,Bachelors,2015,Bangalore,3,26,Male,No,4,0
97,Bachelors,2016,Bangalore,3,31,Female,No,0,0
1364,Bachelors,2014,Pune,3,26,Male,No,4,0
703,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2363,Bachelors,2017,Bangalore,3,29,Male,No,1,0
2138,Bachelors,2015,Pune,2,26,Female,No,4,1
445,Bachelors,2017,Bangalore,3,28,Male,No,1,0
1913,Bachelors,2014,Bangalore,2,26,Female,No,4,1
3334,Masters,2018,New Delhi,3,34,Male,No,2,1
1055,Bachelors,2017,Bangalore,3,28,Male,No,2,0
3658,Bachelors,2013,Bangalore,3,38,Male,No,0,0
3160,Bachelors,2014,Bangalore,3,36,Male,No,4,0
503,Bachelors,2012,Bangalore,3,25,Male,Yes,3,0
1668,Masters,2017,Pune,2,27,Male,No,5,0
497,Bachelors,2016,Bangalore,3,27,Male,No,5,0
3302,Bachelors,2016,Bangalore,3,34,Male,Yes,2,0
2995,Bachelors,2013,Pune,1,39,Female,No,0,1
3617,Masters,2015,New Delhi,3,38,Male,No,1,0
2297,Bachelors,2012,Bangalore,3,28,Male,No,2,0
601,Bachelors,2017,New Delhi,2,27,Male,No,5,0
1458,Bachelors,2016,Bangalore,3,27,Female,No,5,0
2782,Bachelors,2017,Pune,3,29,Male,No,0,0
24,Bachelors,2015,Bangalore,3,27,Male,Yes,5,0
4022,Bachelors,2017,New Delhi,2,22,Female,No,0,0
152,Bachelors,2016,Bangalore,3,24,Male,No,2,1
750,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2023,Bachelors,2018,Pune,3,26,Male,No,4,1
3646,Bachelors,2015,Bangalore,3,38,Male,No,1,1
3874,Bachelors,2015,Bangalore,1,41,Male,No,1,0
3933,Bachelors,2017,Bangalore,3,40,Male,No,2,0
862,Bachelors,2015,Bangalore,3,24,Male,No,2,1
4153,Masters,2015,Pune,2,24,Female,No,2,0
3769,Bachelors,2016,New Delhi,3,33,Male,No,1,0
3347,Bachelors,2012,Bangalore,3,37,Male,No,3,1
3538,Masters,2018,Bangalore,3,40,Female,No,3,1
3478,Bachelors,2013,Pune,3,37,Male,No,1,0
3031,Masters,2017,New Delhi,2,31,Female,No,0,1
3506,Bachelors,2015,Bangalore,3,39,Male,No,5,1
566,Bachelors,2015,Pune,3,26,Male,No,4,0
1681,Masters,2017,Bangalore,1,26,Male,No,4,0
3730,Bachelors,2012,Pune,2,32,Female,No,5,1
843,Bachelors,2013,New Delhi,3,24,Male,No,2,0
840,Bachelors,2012,Pune,3,24,Male,No,2,0
2915,Bachelors,2017,Bangalore,3,29,Male,No,0,0
884,Bachelors,2017,Bangalore,3,28,Male,No,1,0
2332,Bachelors,2018,Bangalore,3,28,Male,No,2,1
695,Bachelors,2016,Pune,3,26,Male,No,4,0
721,Bachelors,2014,Bangalore,3,24,Male,No,2,0
2318,Bachelors,2014,Bangalore,1,28,Male,No,2,1
2535,Bachelors,2015,Bangalore,3,30,Male,No,0,0
1367,Bachelors,2018,New Delhi,3,28,Female,No,0,1
3489,Bachelors,2017,New Delhi,3,34,Female,No,2,1
3656,Bachelors,2016,Bangalore,3,33,Male,No,3,0
1402,Bachelors,2015,New Delhi,3,27,Male,No,5,0
3946,Masters,2012,New Delhi,3,35,Female,No,4,1
3445,Bachelors,2014,New Delhi,3,40,Female,No,3,1
627,Bachelors,2014,Pune,3,27,Male,No,5,0
2509,Bachelors,2012,Bangalore,3,30,Female,No,0,1
574,Bachelors,2017,Bangalore,3,25,Male,No,3,0
2141,Bachelors,2013,New Delhi,3,29,Female,No,1,0
1382,Bachelors,2015,Pune,2,24,Female,No,2,1
1362,Bachelors,2018,Bangalore,3,27,Female,Yes,5,1
921,PHD,2018,New Delhi,3,24,Female,No,2,1
4526,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2430,Bachelors,2013,Pune,2,27,Male,No,5,1
992,Bachelors,2014,New Delhi,3,24,Female,No,2,0
1266,Bachelors,2013,Bangalore,3,25,Female,No,3,0
1941,Masters,2016,New Delhi,3,27,Male,No,5,1
3812,Bachelors,2013,Pune,2,36,Male,No,2,1
1555,Bachelors,2018,Bangalore,3,24,Female,No,2,1
407,Masters,2014,Pune,3,25,Male,No,3,0
646,Masters,2018,New Delhi,3,26,Male,No,4,1
1307,Bachelors,2017,Bangalore,3,25,Male,No,3,0
4562,Bachelors,2013,Bangalore,3,22,Male,No,0,1
3660,Bachelors,2017,Bangalore,3,40,Female,No,2,0
3261,Masters,2017,New Delhi,2,35,Female,No,2,0
2780,Masters,2018,New Delhi,3,30,Male,No,2,1
1479,Bachelors,2014,Bangalore,3,27,Female,No,5,0
2821,Bachelors,2012,Bangalore,3,28,Male,No,2,0
